# Chado database date: 2024-09-30 21:55
gene_systematic_id	gene_name	synonyms	gene_product
SPAC3F10.13	ucp6		UBA domain protein Ucp6
SPAC3F10.15c	spo12	wis3	Spo12 family nuclear protein
SPAC3F10.16c			GTP binding protein, HSR1-related
SPAC3F10.17	ltv1		ribosome biogenesis protein Ltv1
SPAC3F10.18c	rpl4102	rpl41-2,rpl41,SPAC8F11.01c	60S ribosomal protein L41
SPAC3F10.19	spd2		ribonucleotide reductase (RNR) inhibitor family
SPAC3G6.01	hrp3		CHD family chromatin remodeller Hrp3
SPAC3G6.02	dss1	sem1,rpn15	proteasome receptor/ubiquitin ligase adaptor Dss1
SPAC3G6.03c	ifs1		Maf-like protein, nucleoside-triphosphate diphosphatase, human ASMTL ortholog
SPAC3G6.04	rnp24		RNA-binding protein Rnp24
SPAC3G6.05			mitochondrial Mpv17/PMP22 family protein 1
SPAC3G6.06c	rad2	fen1	FEN-1 endonuclease Rad2
SPAC3G6.07			Schizosaccharomyces specific protein
SPAC3G6.08	erv1		mitochondrial Mia40-Erv1 disulfide relay system sulfhydryl oxidase subunit Erv1
SPAC3G6.09c	tps2		trehalose-phosphate synthase Tps2
SPAC3G6.10c	vps51		GARP complex subunit Vps51
SPAC3G6.11	chl1		ATP-dependent DNA helicase Chl1
SPAC3G6.13c	rpl4101	rpl41-1	60S ribosomal protein L41
SPAC3G9.01	nsk1		Clp1-interacting, microtubule plus-end binding Nsk1
SPAC3G9.02	oar2		3-oxoacyl-[acyl-carrier-protein] reductase Oar2
SPAC3G9.03	rpl2301	rpl23-1	60S ribosomal protein L23
SPAC3G9.04	ssu72		RNA polymerase II CTD phosphatase Ssu72
SPAC3G9.05	spa2		ArfGAP, GTPase-activating protein Spa2
SPAC3G9.06	frs2		cytoplasmic phenylalanine-tRNA ligase alpha subunit Frs2
SPAC3G9.07c	hos2	hda1,phd1	histone deacetylase (class I) Hos2
SPAC3G9.08	png1		Rpd3L and NuA4 histone acetyltransferase complex ING family subunit Png1
SPAC3G9.09c	tif211	eIF2alpha	translation initiation factor eIF2 alpha subunit
SPAC3G9.10c	rrp41		exosome subunit Rrp41
SPAC3G9.11c	pdc201		pyruvate decarboxylase
SPAC3G9.12	peg1	cls1	CLASP family microtubule-associated protein
SPAC3G9.13c	msw1		mitochondrial tryptophan-tRNA ligase Msw1
SPAC3G9.14	sak1		DNA-binding transcription factor Sak1
SPAC3G9.15c	fcf2		rRNA processing protein Fcf2
SPAC3G9.16c	bet5	SPAC688.15	TRAPP I, II and III complex RabGEF subunit Bet5
SPAC3G9.17	ppt2	new8	mitochondrial holo-[acyl-carrier-protein] synthase Ppt2
SPAC3H1.01c	orc3	orp3,SPAP14E8.06c	origin recognition complex subunit Orc3
SPAC3H1.02c	sdd3	ppp54	mitochondrial matrix protease Sdd3
SPAC3H1.03	mug151		SAP30 binding protein ortholog
SPAC3H1.04c	mdm31		mitochondrial inner membrane protein Mdm31, mitochondrion inheritance factor, interacts with ERMES
SPAC3H1.05	ste24	ppp11	ER membrane protease Ste24
SPAC3H1.06c			plasma membrane basic amino acid transmembrane transporter
SPAC3H1.07	aru1	car3	arginase Aru1
SPAC3H1.08c			mitochondrial calcium uniporter regulator
SPAC3H1.09c	avt3		vacuolar amino acid transmembrane transporter Avt3
SPAC3H1.10	pcs2	pcs	phytochelatin synthetase
SPAC3H1.11	hsr1	msn2	DNA-binding transcription factor Hsr1
SPAC3H1.12c	snt2		Lid2 complex PHD finger subunit Snt2
SPAC3H1.13	ppk13		serine/threonine protein kinase Ppk13
SPAC3H1.14	gid4	SPAC9G1.01,gid401	GID complex subunit Gid4
SPAC3H5.04	aar2		U5 snRNP-associated protein Aar2
SPAC3H5.05c	rps1401	rps14-1,rps14	40S ribosomal protein S14
SPAC3H5.06c	pol1	swi7,polA	DNA polymerase alpha catalytic subunit
SPAC3H5.07	rpl702	rpl7-2,rpl7,rpl7b	60S ribosomal protein L7b
SPAC3H5.08c	wdr44		WD repeat protein, human WDR44 family
SPAC3H5.09c	hob2		ER-PM contact site phospholipid-binding protein Hob2
SPAC3H5.10	rpl3202	rpl32-2,rpl32	60S ribosomal protein L32
SPAC3H5.11			NAD/NADH kinase
SPAC3H5.12c	rpl501	rpl5-1,rpl5	60S ribosomal protein L5
SPAC3H5.13	new4		client-loading PAQosome cofactor
SPAC3H8.02	csr102		sec14 cytosolic factor family, phospholipid-intermembrane transfer protein Csr102
SPAC3H8.03	img2	mrpl49	mitochondrial ribosomal protein subunit L49
SPAC3H8.04			DUF4210 domain protein, human FAM214A ortholog, implicated in chromosome segregation
SPAC3H8.05c	mms1		Cul8-RING ubiquitin ligase complex WD repeat protein subunit Mms1
SPAC3H8.06	aur1		inositol phosphorylceramide synthase Aur1
SPAC3H8.07c	pfd3	pac10	prefoldin subunit Pfd3
SPAC3H8.08c			DNA-binding transcription factor
SPAC3H8.09c	nab3		poly(A) binding protein Nab3
SPAC3H8.10	spo20	sec14	sec14 cytosolic factor family, phospholipid-intermembrane transfer protein Spo20/Sec14
SPAC458.02c			mRNP complex
SPAC458.03	tel2		TTT co-chaperone complex LRR repeat subunit Tel2
SPAC458.04c	dli1	dil1	meiotic dynein intermediate light chain Dli1/Dil1
SPAC458.05	pik3	vps34	phosphatidylinositol 3-kinase Pik3
SPAC458.06	atg1803	atg18c,atg18	autophagy associated WD repeat protein Atg18c
SPAC458.07	tfa1	SPAPYUG7.01	transcription factor TFIIE alpha subunit, TFIIEA, Tfa1
SPAC4A8.02c			conserved protein, UPF0047 family
SPAC4A8.03c	ptc4		mitochondrial serine/threonine protein phosphatase PP2C catalytic subunit Ptc4
SPAC4A8.04	isp6	prb1	vacuolar serine protease Isp6
SPAC4A8.05c	myp2	myo3	myosin II heavy chain Myo3
SPAC4A8.06c			esterase/lipase, implicated in fatty acid biosynthetic process
SPAC4A8.07c	lcb4		sphingoid long chain base kinase
SPAC4A8.08c	vrs2	vas2,ValRS2	mitochondrial valine-tRNA ligase Vrs2/Vas2
SPAC4A8.09c	cwf21		complexed with Cdc5 protein Cwf21
SPAC4A8.10	rog1		acylglycerol lipase
SPAC4A8.11c	fas2	lsd1	fatty acid synthase alpha subunit Fas2
SPAC4A8.12c	sds22		serine/threonine protein phosphatase PP1 regulatory subunit Sds22
SPAC4A8.13c	pts1		20S proteasome complex subunit beta 5
SPAC4A8.14			ribose-phosphate pyrophosphokinase
SPAC4A8.15c	cdc3		profilin
SPAC4A8.16c	tif303	tif33,SPAC823.01c	translation initiation factor eIF3c
SPAC4C5.01	pud1		pseudouridine-5'-phosphatase Pud1
SPAC4C5.02c	ryh1	hos1,sat7	Rab family GTPase Ryh1
SPAC4C5.03			multispanning membrane protein, CTNS/PQ domain protein
SPAC4C5.04	rad31	uba4	SUMO activating enzyme E1-type Rad31
SPAC4D7.01c	sec71	sec7a,SPAP8A3.15c	ArfGEF
SPAC4D7.02c	pgc1		phosphatidylglycerol phospholipase C Pgc1
SPAC4D7.03	pop2	sud1	F-box/WD repeat protein Pop2
SPAC4D7.04c	rer2		cis-prenyltransferase
SPAC4D7.05	sum1	tif34,tif309	translation initiation factor eIF3i
SPAC4D7.06c	met8		siroheme synthase Met8
SPAC4D7.07c	csi2		mitotic chromosome segregation protein Csi2
SPAC4D7.08c	ade4	min13,aza1	amidophosphoribosyltransferase Ade4
SPAC4D7.09	tif223		translation initiation factor eIF2B gamma subunit
SPAC4D7.10c	spt20		SAGA complex subunit Spt20
SPAC4D7.11	dsc4		Golgi Dsc E3 ligase complex subunit Dsc4
SPAC4D7.12c	fet5		predicted GTPase with a role in RNA polymerase localization
SPAC4D7.13	prp40	usp104	U1 snRNP-associated protein Prp40
SPAC4D7.14	new13		ERAD pathway protein
SPAC4D7.15	gem6	new12	SMN complex subunit Gem6
SPAC4F10.02	ape4	ppp20,aap1	aspartyl metalloaminopeptidase Ape4
SPAC4F10.03c	trm7		tRNA 2'-O-ribose methyltransferase Trm7
SPAC4F10.04	ypa1	rrd1	serine/threonine protein phosphatase PP2A regulatory subunit, PTPA family Ypa1
SPAC4F10.05c	lip2		mitochondrial lipoate-protein ligase Lip2
SPAC4F10.06	bud22		ribosome small subunit biogenesis protein, BUD22 family
SPAC4F10.07c	atg13	apg13,mug78	autophagy associated protein Atg13
SPAC4F10.08	mug126		Schizosaccharomyces pombe specific protein
SPAC4F10.09c	noc1		ribosome biogenesis protein Noc1
SPAC4F10.10c	mnn9		Golgi mannan polymerase I complex subunit Mnn9
SPAC4F10.11	spn1		mitotic septin Spn1
SPAC4F10.12	fta1	sma1	CENP-L ortholog Fta1
SPAC4F10.13c	mpd2		GYF domain protein
SPAC4F10.14c	btf3	egd1,btt1,nac2	nascent polypeptide-associated complex beta subunit
SPAC4F10.15c	wsp1		WASp homolog
SPAC4F10.16c			plasma membrane phospholipid-translocating ATPase complex, ATPase subunit
SPAC4F10.17			conserved fungal protein
SPAC4F10.18	nup37		nucleoporin, WD repeat Nup37
SPAC4F10.19c	hit1		zf-HIT family C/D snoRNP assembly protein Hit1
SPAC4F10.20	grx1	TTase1	glutaredoxin Grx1
SPAC4F10.22	cmc4	tam2	mitochondrial intermembrane space protein, mature-T-Cell Proliferation I type ortholog, unknown biological role Cmc4
SPAC4F8.01	did4	SPAC644.03c,vps2	ESCRT III complex subunit Did4
SPAC4F8.02c	mrpl40	SPAC644.02,mrp40	mitochondrial ribosomal protein subunit L24
SPAC4F8.03	sdo1	SPAC644.01c	SBDS family ribosome assembly protein Sdo1
SPAC4F8.04	rpf1		Brix domain protein Rpf1
SPAC4F8.05c	mrpl28	mrp28	mitochondrial ribosomal protein subunit L40
SPAC4F8.06	mrps12		mitochondrial ribosomal protein subunit S12
SPAC4F8.07c	hxk2		hexokinase 2
SPAC4F8.08	mug114		Schizosaccharomyces pombe specific protein Mug114
SPAC4F8.10c	stg1		SM22/transgelin-like actin modulating protein Stg1
SPAC4F8.11	sea2	rtc1	GATOR2-SEACAT complex WD repeat subunit Sea2
SPAC4F8.12c	spp42	cwf6	U5 snRNP complex subunit Spp42
SPAC4F8.13c	rng2		IQGAP domain cytoskeleton scaffold protein Rng2
SPAC4F8.14c	hcs1	hcs	3-hydroxy-3-methylglutaryl-CoA synthase
SPAC4F8.15	itr1	SPAC7D4.01	myo-inositol transmembrane transporter Itr1
SPAC4G8.02c	sss1		translocon gamma subunit Sss1
SPAC4G8.03c	puf5		cytoplasmic pumilio family RNA-binding protein Puf5
SPAC4G8.04			RabGAP
SPAC4G8.05	ppk14		serine/threonine protein kinase Ppk14
SPAC4G8.06c	trm12		tRNA 4-demethylwyosine alpha-amino-alpha-carboxypropyltransferase Trm12
SPAC4G8.07c	trm2		tRNA (m5U54) methyltransferase Trm2
SPAC4G8.08			mitochondrial carrier, iron ion
SPAC4G8.09			mitochondrial leucine-tRNA ligase
SPAC4G8.10	gos1		SNARE Gos1
SPAC4G8.11c	atp10		mitochondrial F1-FO ATP synthase chaperone Atp10
SPAC4G8.12c	smp3		pig-Z, alpha-1,2-mannosyltransferase Smp3
SPAC4G8.13c	prz1		DNA-binding transcription factor, calcineurin responsive Prz1
SPAC4G9.02	rnh201		ribonuclease H2 complex subunit Rnh201
SPAC4G9.03	adk1		adenylate kinase Adk1
SPAC4G9.04c	pcf11		mRNA cleavage and polyadenylation specificity factor complex RNA-binding subunit Pcf11
SPAC4G9.05	mpf1		cytoplasmic meiotic pumilio family RNA-binding protein Mpf1
SPAC4G9.06c	chz1		histone H2A-H2B dimer chaperone Chz1
SPAC4G9.07	mug133		UPF0300 family protein 2
SPAC4G9.08c	rpc2		DNA-directed RNA polymerase III complex subunit Rpc2
SPAC4G9.09c	arg11		N-acetyl-gamma-glutamyl-phosphate reductase/acetylglutamate kinase
SPAC4G9.10	arg3		ornithine carbamoyltransferase Arg3
SPAC4G9.11c	cmb1		mitochondrial transcription factor A
SPAC4G9.12	idn1		gluconokinase
SPAC4G9.13c	vps26	pep8	retromer complex arrestin related endocytic adaptor ubunit Vps26
SPAC4G9.14	sym1		mitochondrial Mpv17/PMP22 family protein Sym1, implicated in pyrimidine or lysine metabolism
SPAC4G9.15	ifa38		ketoreductase involved in fatty acid elongation
SPAC4G9.16c	rpl901	rpl9-1	60S ribosomal protein L9
SPAC4G9.17c	mrp5	mrps5	mitochondrial ribosomal protein subunit S5
SPAC4G9.19			DNAJ domain protein DNAJB family
SPAC4G9.20c	ymc1		mitochondrial carrier, glutamate/glycine
SPAC4G9.22			Schizosaccharomyces pombe specific protein
SPAC4H3.01			DNAJ domain protein Caj1/Djp1 type
SPAC4H3.02c	swc3		Swr1 complex histone chaperone module subunit Swc3
SPAC4H3.03c			glucan 1,4-alpha-glucosidase
SPAC4H3.04c			MEMO1 family, human MEMO1 ortholog, ancient conserved protein, in some organisms this domain is present with ammecr1 which interacts with mediator complex and is implicated in transcription, implicated in signalling and localization to the plasma membrane
SPAC4H3.05	srs2		ATP-dependent DNA helicase, UvrD subfamily
SPAC4H3.06	rss1	rex1BD	heterochromatin adaptor for Prw1-Clr6 REX1BD
SPAC4H3.07c	rdl2	fmp31	mitochondrial thiosulfate sulfurtransferase/rhodanese-like domain Rdl2
SPAC4H3.08			3-hydroxyacyl-CoA dehydrogenase
SPAC4H3.09			mitochondrial [2Fe-2S] cluster assembly and type II fatty acid synthase component
SPAC4H3.10c	pyk1		pyruvate kinase
SPAC4H3.11c	ppc89	mug127	spindle pole body protein Ppc89
SPAC4H3.13	pcc1		EKC/KEOPS complex subunit Pcc1
SPAC4H3.14c	rng8		contractile ring myosin V regulator Rng8
SPAC4H3.16			Schizosaccharomyces specific protein
SPAC4H3.17			dubious
SPAC513.01c	eft201	eft2-1,eft2,SPAPYUK71.04c	translation elongation factor 2 (EF-2) Eft2,A
SPAC513.02			phosphoglycerate mutase/6-phosphofructo-2-kinase family
SPAC513.03	mfm2		M-factor precursor Mfm2
SPAC513.04			Schizosaccharomyces pombe specific protein, implicated in mating
SPAC513.05	ams1	mns2	Class II alpha-mannosidase, subtype C, Ams1
SPAC513.06c	dhd1		D-xylose 1-dehydrogenase (NADP+)
SPAC513.07			flavonol reductase/cinnamoyl-CoA reductase family
SPAC521.02	wss1		DNA repair WLM domain metallopeptidase Wss1
SPAC521.03			short chain dehydrogenase, human DHRS7 family
SPAC521.04c	sst1		vacuolar calcium transmembrane transporter
SPAC521.05	rps802	rps8-2	40S ribosomal protein S8
SPAC56E4.02c	alg13		N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase Alg13
SPAC56E4.03			aromatic aminotransferase
SPAC56E4.04c	cut6		acetyl-CoA/biotin carboxylase
SPAC56E4.05	snd2	mug69	SRP-independent ER targeting protein Snd2
SPAC56E4.06c	ggt2		gamma-glutamyltranspeptidase Ggt2
SPAC56E4.07			N-acetyltransferase
SPAC56F8.02	cmr2		acetyl-CoA biosynthesis protein Cmr2
SPAC56F8.03	tif52		translation initiation factor eIF5B Tif52
SPAC56F8.04c	ppt1	coq2	para-hydroxybenzoate--polyprenyltransferase Ppt1
SPAC56F8.05c	mug64		Golgi BAR domain protein
SPAC56F8.06c	alg10		dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase Alg10
SPAC56F8.07	ema19	ceo1	ER membrane integral protein involved in protein targeting to mitochondrion Ema19
SPAC56F8.08	mud1	ucp1,ddi1	UBA domain protein Mud1
SPAC56F8.09	rrp8		rRNA methyltransferase Rrp8
SPAC56F8.10	met9	met5	methylenetetrahydrofolate reductase Met9
SPAC56F8.11	spc3		signal peptidase subunit Spc3
SPAC56F8.12			DUF2434 family conserved fungal multispanning membrane protein
SPAC56F8.13			dubious
SPAC56F8.14c	mug115		Schizosaccharomyces pombe specific protein Mug115
SPAC56F8.15			Schizosaccharomyces pombe specific protein
SPAC56F8.16	esc1		DNA-binding transcription factor, sexual differentiation inducing Esc1
SPAC57A10.02	cdr2		serine/threonine protein kinase Cdr2
SPAC57A10.03	cyp1		cyclophilin family peptidyl-prolyl cis-trans isomerase Cyp1
SPAC57A10.04	mug10		meiotic Rho guanine nucleotide exchange factor
SPAC57A10.05c	pof1		F-box/WD repeat protein Pof1
SPAC57A10.06	mug15		Roadblock/LC7 domain superfamily protein Mug15
SPAC57A10.07			conserved membrane protein with Rossmann-like alpha/beta/alpha sandwich fold, conserved in fungi and protozoa
SPAC57A10.08c			lipid particle hydrolase
SPAC57A10.09c	nhp6		HMG-box non-histone chromatin protein
SPAC57A10.10c	sla1	lhp1	tRNA chaperone, La protein, Sla1
SPAC57A10.11c	mia40	tim40	mitochondrial Mia40-Erv1 disulfide relay system thiol oxidase subunit Mia40
SPAC57A10.12c	ura3		mitochondrial dihydroorotate dehydrogenase Ura3
SPAC57A10.14	sgf11		SAGA complex deubiquitinating submodule subunit Sgf11
SPAC57A7.04c	pabp	pab1,pab11	major poly(A) binding protein Pabp/Pab1
SPAC57A7.05			transmembrane protein, implicated in transmembrane transport or endocytosis
SPAC57A7.06	utp14		U3 snoRNP-associated protein Utp14
SPAC57A7.07c			homocysteine methyltransferase
SPAC57A7.08	pzh1		serine/threonine protein phosphatase Pzh1
SPAC57A7.09	rnf13		ubiquitin-protein ligase E3, human RNF13 family homolog
SPAC57A7.10c	sec21		coatomer gamma subunit Sec21
SPAC57A7.11	mip1		TORC1 substrate adaptor, WD repeat protein, Raptor homolog Mip1
SPAC57A7.12	ssz1	pdr13	heat shock protein Ssz1
SPAC57A7.13	rbm10		RNA-binding protein Rbm10
SPAC57A7.15c	pex22		peroxisomal membrane E2 ubiquitin-conjugating activity activator Pex22
SPAC589.02c	med13	spTrap240,srb9	mediator complex subunit Med13
SPAC589.03c	noc12		CCAAT-binding factor, Noc1 related
SPAC589.04	mtx2	sam35	metaxin 2 (Sam35)
SPAC589.05c	qng1	qtr3	tRNA queuosine nucleoside glycosylase Qng1
SPAC589.06c	snd302		SRP-independent ER targeting protein Snd3b
SPAC589.07c	atg1801	atg18a,atg18	autophagy associated WD repeat protein Atg18a
SPAC589.08c	dam1		DASH complex subunit Dam1
SPAC589.09	csr101		sec14 cytosolic factor family, phospholipid-intermembrane transfer protein Csr1
SPAC589.10c	ubi5		ribosomal-ubiquitin fusion protein Ubi5
SPAC589.11	pth4	mug82	mitochondrial translation release factor
SPAC589.12	cwh43	SPAC688.01	glycosylceramide biosynthesis protein Cwh43
SPAC5D6.01	rps2202	rps22-2,rps15a-2	40S ribosomal protein S15a
SPAC5D6.02c	mug165		Clr6 histone deacetylase complex subunit Mug165
SPAC5D6.04			auxin family transmembrane transporter
SPAC5D6.05	med18	pmc6,sep11	mediator complex subunit Med18
SPAC5D6.06c	alg14		UDP-N-acetylglucosamine transferase anchoring subunit Alg14
SPAC5D6.07c	pxa1		PXA domain protein Pxa1
SPAC5D6.08c	mes1		meiotic APC inhibitor Mes1
SPAC5D6.09c	mug86		plasma membrane acetate transmembrane transporter
SPAC5D6.10c	mug116		Schizosaccharomyces pombe specific protein Mug116
SPAC5D6.12	mtf2	ppr12	mitochondrial translation factor Mtf2
SPAC5D6.13	gpp74	vps74,SPAPJ735.02c	Golgi phosphoprotein 3 family Vps74
SPAC5H10.01	dgc1		mitochondrial D-glutamate cyclase Dgc1
SPAC5H10.02c	hsp3102		glyoxylase III Hsp3102
SPAC5H10.03			phosphoglycerate mutase/6-phosphofructo-2-kinase family
SPAC5H10.04			NADPH dehydrogenase, (Old yellow enzyme) involved in small alpha,beta-unsaturated carbonyl compounds
SPAC5H10.05c			FAD binding oxidoreductase, implicated in cellular detoxification
SPAC5H10.06c	adh4		alcohol dehydrogenase Adh4
SPAC5H10.07			Schizosaccharomyces pombe specific protein
SPAC5H10.08c	pan6		pantoate-beta-alanine ligase
SPAC5H10.09c	ecm31		3-methyl-2-oxobutanoatehydroxymethyltransferase Ecm31
SPAC5H10.10			NADPH dehydrogenase, (Old yellow enzyme) involved in small alpha,beta-unsaturated carbonyl compounds
SPAC5H10.11	gmh1		alpha-1,2-galactosyltransferase Gmh1
SPAC5H10.12c	otg1	gnt1	alpha-1,3-galactosyltransferase Otg1
SPAC5H10.13c	gmh2		alpha-1,2-galactosyltransferase Gmh2
SPAC607.02c			conserved nucleolar protein, human CCDC137 ortholog, implicated in rDNA metabolism or ribosome biogenesis
SPAC607.03c	snu13		U3 snoRNP-associated protein Snu13
SPAC607.04	arg82		inositol polyphosphate IP3/IP4 kinase Arg82
SPAC607.05	rpn9	mts1	19S proteasome regulatory subunit Rpn9
SPAC607.06c		ppp57	metallopeptidase
SPAC607.07c			Schizosaccharomyces specific protein
SPAC607.08c	mil1		lipase/AP-1 adaptor complex binding protein Mil1
SPAC607.09c	btn1	cln3	battenin CLN3 family protein
SPAC607.10	spo3		sporulation protein Spo3
SPAC630.03	arp3	act2	ARP2/3 actin-organizing complex actin-related protein subunit Arp3
SPAC630.04c			Schizosaccharomyces specific protein
SPAC630.05	gyp7		RabGAP Gyp7
SPAC630.06c			conserved eukaryotic protein
SPAC630.07c			GTPase superfamily protein, septin related
SPAC630.08c	erg25		C-4 methylsterol oxidase Erg25
SPAC630.09c	mug58		GLYK family kinase of unknown specificity, implicated in nucleotide metabolism
SPAC630.10	bmt2		rRNA (adenine) methyltransferase activity Bmt2/human SAMTOR (S-adenosylmethionine sensor for the MTOR) ortholog
SPAC630.11	vps55		vacuolar sorting protein Vps55
SPAC630.12	ted2		GPI-remodelling mannose-ethanolamine phosphate phosphodiesterase Ted2
SPAC630.13c	tsc2		Rheb GAP, tuberin Tsc2
SPAC630.14c	tup12		transcriptional corepressor Tup12
SPAC630.15	mug177		Schizosaccharomyces pombe specific protein
SPAC631.01c	acp2		F-actin capping protein beta subunit Acp2
SPAC631.02	bdf2	nrc1	BET family double bromodomain protein Bdf2
SPAC637.03			DUF1774 family multi-spanning conserved fungal membrane protein
SPAC637.04	ypp1		phosphatidylinositol-4 kinase plasma membrane scaffold Erf3 partner Ypp1
SPAC637.05c	vma2		V-type ATPase V1 subunit B
SPAC637.06	gmh5		Gmh5 alpha-1,2-galactosyltransferase
SPAC637.07	moe1	tif304	translation initiation factor eIF3d
SPAC637.08	nbp35		CIA machinery ATPase Nbp35
SPAC637.09	rex1		3'-5'- exoribonuclease Rex1
SPAC637.10c	rpn10	pus1	19S proteasome regulatory subunit Rpn10
SPAC637.11	rpm2	pah1,suv3	mitochondrial ATP-dependent RNA helicase Rpm2
SPAC637.12c	mst1	kat5	histone acetyltransferase, KAT5 family Mst1
SPAC637.13c	slm1		phosphoinositide PI4,5P(2) binding protein Slm1
SPAC644.04	pct1		RNA 5'-triphosphatase
SPAC644.05c	dut1		deoxyuridine 5'-triphosphate nucleotidohydrolase
SPAC644.06c	cdr1	nim1,clo3	serine/threonine protein kinase (NIM1 family) Cdr1/Nim1
SPAC644.07	bcs1		mitochondrial Rieske ISP assembly ATPase Bcs1
SPAC644.08	utr4		methionine salvage haloacid dehalogenase-like hydrolase Utr4
SPAC644.09			pyridoxal phosphate homeostasis protein
SPAC644.10	med11		mediator complex subunit Med11
SPAC644.11c	pkp1		mitochondrial pyruvate dehydrogenase (lipoamide) kinase Pkp1
SPAC644.12	cdc5	cef1	Prp19 complex subunit Cdc5/Cef1
SPAC644.13c			Rab GTPase binding
SPAC644.14c	rad51	rhp51,loh4	RecA family recombinase Rad51/Rhp51
SPAC644.15	rpp101	rpa1,rpp1-1	ribosomal protein P1 Rpp101
SPAC644.16	rna15		mRNA cleavage and polyadenylation specificity factor complex RNA-binding protein Rna15
SPAC644.17c	mrpl9	mrp9	mitochondrial ribosomal protein subunit L3
SPAC644.18c	bet3		TRAPP I, II and III complex RabGEF subunit Bet3
SPAC652.01			BC10 family small membrane protein, unknown biological role, human BLCAP ortholog
SPAC664.01c	swi6	SPAC824.10c	heterochromatin (HP1) family chromodomain protein Swi6
SPAC664.02c	arp8		Ino80 complex actin-like protein Arp8
SPAC664.03	paf1		RNA polymerase II associated Paf1 complex
SPAC664.04c	rps1602	rps16-2,rps16	40S ribosomal protein S16
SPAC664.05	rpl13		60S ribosomal protein L13
